text,emotion
😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm,NEGATIVE
tao thấy cảm động vãi .,POSITIVE
30s mặc niệm bắt đầu ...,NEGATIVE
mong anh có thể đạt được ước mơ của mình .... cố lên,POSITIVE
áo phông dễ thương quá anh ơiiii,POSITIVE
rút kinh nghiệm năm ngoái 😂😂😂😂😂👍👍👍,POSITIVE
per lại lật nữa hả,POSITIVE
chỉ cần thích cái là muốn rụng tim,POSITIVE
nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,NEGATIVE
dume mấy con nhãi danh . 😒,NEGATIVE
vì tao hay bị chúng nó chọc nên thấy buồn,NEGATIVE
đó là lý do tao chỉ muốn điện thoại là phương tiện liên lạc . không phảu phương tiện chứa đựng bí mật,NEUTRAL
muốn được đi một lần 😆😆😆,POSITIVE
""" tim anh em lấy em chơi , quả báo đến sớm em ơi ...""",NEUTRAL
thanh niên trả thù đời bằng cách này hả ?,POSITIVE
"chúng ta những tháng ngày sau đó vẫn gặp nhau , vẫn nói chuyện nhưng không phải những cô cậu của hồi c3 nữa . chúng ta đều khác",NEGATIVE
"các bạn xem phim cậu bé đặc biệt , luôn nhé . phim có diển viên này tham gia nói về cách giáo dục con cái cực hay . chúc các bạn xem phim vui vẻ",POSITIVE
"đứng nhất tại trừ phí nhiều chứ khỉ gì . mới lãnh lương xong là trừ , không đki dịch vụ gì hết mà tháng nào cũng trừ , tới lúc cần giải quyết ra đợi cả buổi , rồi lại hẹn cả tuần .",NEGATIVE
đm y chang mẹ tao chửi tao luôn :),POSITIVE
nàng ấy chả yêu ta gì cả,NEGATIVE
"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi",NEGATIVE
per hôm nay c cũng bị giống thằng này này,NEUTRAL
lớn lên sẽ rất đẹp chaiii ??,POSITIVE
tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,NEUTRAL
"thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi .",NEGATIVE
lại đến giờ giải trí rồi mềnh ơiiii per =))))),POSITIVE
có những ngày mọi thứ nó bỗng ập đến,NEGATIVE
"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per",NEUTRAL
gặp tao thì tao khinh,NEGATIVE
nơi ấy giữ lại những kí ức tuyệt vời,POSITIVE
"lại 1 đứa nghĩ trump chỉ làm trò , haizz",NEGATIVE
ụa cho fa đọc chi rựa huhu,NEGATIVE
còn không đụng vào được tóc của sai mà tự xưng vô địch,NEGATIVE
cho nó đỗ tí mất gì đâu,NEUTRAL
"bị ám ảnh hồi bé đi nhổ răng , không dám đi nha sĩ nữa :((( huhu 😭😭",NEGATIVE
cứu tao :(( tao sợ rắn,NEGATIVE
"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi",NEUTRAL
có thịt bò nướng là ngon rồi bày đặt kiến đốt,NEGATIVE
"trong tất cả các con , con mèo là mất dạy nhất …",NEGATIVE
mới thấy bài này trên phòng trọ đn nữa này . bạn ơi mình cùng thành phố này :v,POSITIVE
cuối ngày hình ảnh của ông bà là đẹp nhất ... chúc ông bà mãi hạnh phúc sống thật lâu lâu nhé 😘😘😘,POSITIVE
không hiểu sao nhìu người lại thả haha nhỉ ??,POSITIVE
e thắc mắc là cố gắng 1 năm mà rủi ro khách hàng hay bên nhà sx dây không cảm động là ăn cám ạ 😌,NEGATIVE
gì thế này ? này là kiến thức đó hả ?,POSITIVE
"nhìn 1 hồi thấy quen quen , ai ngờ đúng thật :)))))))",POSITIVE
nuôi gì mà không có tâm gì v nè,NEGATIVE
tao thích con bé nuốt chuối,POSITIVE
làm bạn với mấy thể loại này cũng nhục cả người,NEGATIVE
em ấy còn viết đẹp hơn mình luôn á,POSITIVE
đôi mắt đằm thắm vãi,POSITIVE
đồ điên . quét đéo được thì lấy máy hút bụi hút mẹ hết đi . hét hét cái lol gì =))),NEGATIVE
nhà tao cũng gần mà tao không bao giờ dám đi đêm,NEGATIVE
sợ ngỗng còn hơn sợ chó :))),NEGATIVE
"bọn có tí quan hệ hay thích khoe , ngay chị gì quận phó quận x còn gọi cả công an , chủ tịch phường ra để dằn mặt dân ??",NEGATIVE
"thật thà vãi , mà tao chỉ thích ăn xoài chua .",NEUTRAL
cây tre có tận trăm đốt luôn hả ???,POSITIVE
mấy lần đi ngang hết hồn,NEGATIVE
mỗi lần về quê mà sắp sửa đi qua chuồng ngỗng tao phải cầm cây chổi lông gà mới đi được đấy dume . quơ quơ vòng vòng cho mấy đĩ ngỗng né xa ra rồi chạy thụt lol luôn :=]]]],NEGATIVE
cung quá ak,POSITIVE
vừa sếp vừa đồng nghiệp tốt thì đi làm như là đi chơi 💃 bonus 6h chưa hẳn đã muốn về,POSITIVE
hay bị giật khô trên đó rồi :(,NEGATIVE
có đứa nào vừa coi vừa nuốt nước miếng như tao không ?,POSITIVE
điều tồi tệ là học nửa vời chã ra làm sao,NEGATIVE
cưng xĩu 😊😊,POSITIVE
24 tuổi thấy đời đắng và khá mặn,NEGATIVE
cẩn thận mày lại có cháu sớm 🤣,POSITIVE
"nếu không làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh hưởng đến uy tín , danh dự , nhân phẩm của chị em trong ngành . 😌",NEGATIVE
vì chúng ta không nên nói chuyện với nhau nữa,NEGATIVE
nhìn mặt là cười phọt rồi,POSITIVE
nó bướng vãi . cứ làm theo ý mình,NEGATIVE
còn tao là thoát khỏi 3 năm nói riền và 12 năm nói chung thảm họa của cđ hahaha 😆😆😆😆,POSITIVE
không lo chạy bo đi còn tạo sấm sét doạ người lứa,NEGATIVE
vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !,POSITIVE
tao quen rồi 😌,POSITIVE
nhỏ nhặt nhưng ý nghĩa và hạnh phúc 😊,POSITIVE
per anh tập gym cho to để như thế nào ư : ))),POSITIVE
ko biết ai phối ra cái giống ngáo vô địch này nữa,POSITIVE
lại thêm một con ngáo bất hạnh,NEGATIVE
bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .,NEGATIVE
thả mẹ tay ra :vậy đằng nào em kia cũng không sống nổi 😅,NEUTRAL
ngộ không phiên bản lỗi 😆😆,NEGATIVE
sao giá ảo quá vậy :)))),POSITIVE
chạy 200tr là vào biên chế ngay . thực trạng chung . cần gì có chuyên môn hay không,NEGATIVE
do cái áo . mặc giống nhau làm đíuu gì,NEGATIVE
"học luật chưa mà nhắc sai về lí ? :3 , có cái nhà đấy là đường của nhà ông à :))",NEGATIVE
"má , dume cười ỉa :))))",POSITIVE
giờ nín ngay không ? việc gì phải khóc,NEUTRAL
cái này đi móc cống thốn lắm nè,NEUTRAL
sắm về hỏi mấy thứ :v,NEUTRAL
"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂",NEUTRAL
bạn ăn cơm chưa ?,NEUTRAL
"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm",NEGATIVE
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,NEGATIVE
tôi cùng hoàn cảnh với bạn má tôi củng bệnh và từng ngày từng ngày tôi bên má tôi sợ giây phút má bỏ tôi ra đi và ngày đó củng đến ai còn mẹ hảy quí từng giây từng khắc bên mẹ,NEGATIVE
cha con y chang nhau 😂 1 khuôn đúc ra,POSITIVE
dân chơi nhìn cái biết ngay 🤣🤣,POSITIVE
huhu lần trước đi chụp răng . thằng kĩ thuật viện cho bạn vào cái máy to đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng cửa với tốc độ ánh sáng .,NEGATIVE
nhưng công nhận nhìn ngáo cỏ yêu thật =)),POSITIVE
sau khi xem ảnh này xong tôi quyết định ... mua honda :v,POSITIVE
là nhân duyên trời ban cớ sao chẳng thành đôi :(,NEGATIVE
nếu là tao thì nhảy cẩng lên chuẩn mẹ rồi :)) má nhìn trong hình tưởng ma thật ở ngoài đéo biết như lào luôn ớ,NEGATIVE
ngày nào cũng ngủ với mẹ rồi mà vẫn còn tiếc :))))),POSITIVE
per người đừng hành hạ tuôi như thế nào nữa,NEGATIVE
"wow , đẹp dữ vậy à hehe",POSITIVE
cái toilet hay nhỉ vào đấy được thoải mái nhìn nhau mà trò chuyện trong lúc ị ... :),POSITIVE
"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé",NEGATIVE
"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",NEGATIVE
"phim này xem nam chính thôi . nữ chính diễn chán vãi lúa lắm lúc tụt hứng lắm . giận không ra giận , vui không ra vui .",NEGATIVE
tuổi thơ dữ dội là đây .,POSITIVE
khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu :'<,NEGATIVE
cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,NEGATIVE
thiết kế tinh tế quá,POSITIVE
áp dụng ở việt nam cơ mà chỉ có ăn cái đầu mày .,NEGATIVE
từ đầu năm giờ chắc chụp 10 lần rồi huhu sợ quá 😭😭😭,NEGATIVE
nốt hôm nay thui . thui không ngĩ đến và bắt đầu từ bỏ 1 thói quen,NEGATIVE
"con bố mẹ nào không dạy được để xã hội dạy cho , bố mẹ bất hợp tác để làng xóm hợp tác",NEGATIVE
tao nấu củi chưa nấu bằng rơm bao giờ 😪,NEUTRAL
đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,NEGATIVE
hạnh phúc to nè,POSITIVE
xong tao đưa mày uống nha,NEUTRAL
chúng tôi xin lỗi và rút kinh nghiệm,NEUTRAL
per móc lên tới não :)),NEGATIVE
t chỉ ngồi nhà và ngắm cảnh tắc đường thôi,NEUTRAL
tao mới mọc răng khôn huhu,NEGATIVE
sang năm khênh hẳn giường ra nằm xem cho đỡ mỏi lưng,NEUTRAL
người ta chỉ hỏi hàng tháng bạn kiếm được bao nhiêu tiền chứ không hỏi công việc của bạn có làm cho bạn mệt nhiều không,NEUTRAL
"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .",NEGATIVE
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,NEGATIVE
tao thì ngược lại .. cắt xong nhìn như thằng trốn trại vậy,NEGATIVE
per nó tấn công tao với mày đó,NEUTRAL
cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn,NEGATIVE
ăn mà không biết dọn .,NEGATIVE
per sắp bị đuổi khỏi trường rồi nhé 😉😉,NEUTRAL
cháu tao thì có vẻ như có phần chững chạc hơn =))),POSITIVE
dân trí thấp thế thì bao giờ mới phát triển đất nước được,NEGATIVE
trường mình chị lao công đóng cửa :((,NEUTRAL
đắt quá thôi không ly hôn nữa,NEUTRAL
"per cần thêm những trái dâu xinh xắn để ngăn chặn sự u ám này , huhu",NEGATIVE
bếp thiiêu chân mày,NEUTRAL
đứng trụ điện mới lạ chứ,POSITIVE
đâu phải ai muốn thích tao cũng được đâu,POSITIVE
giao lưu tí không . tự bấm chứ không mua =))),POSITIVE
"hồi nhỏ thì tao bị cả bầy dí , được fine :)))))) đến khi tao 12 và đi học đh năm nhất , sau 1 tháng xa nhà , về nhà và cái kết là tao không còn bước ra khỏi cửa nữa , n dí everywhere :)))))))",NEGATIVE
bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối,NEGATIVE
3 idiots ! phim hay nhất mọi thời đại .,POSITIVE
biết chứ dã từng sài,NEUTRAL
sao đi cắt tóc mà mắt nó từ đen sang xanh luôn vậy ?,POSITIVE
quá độc ác,NEGATIVE
"ôi đời vẫn là chịu không nỗi đời mà , chán",NEGATIVE
"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",NEGATIVE
chắc tao đấm chết mẹ nó quá 😠😠,NEGATIVE
hay lắm . thằng anh giúp 2e thêm yêu lao động,POSITIVE
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",NEGATIVE
bà đã được sống 1 kiếp người hạnh phúc . mấy ai có được điều đó . ngưỡng mộ tình yêu ông dành cho bà .,POSITIVE
ướp đông lạnh luôn à,NEUTRAL
yêu chết dược 😍😍😍,POSITIVE
nghe có trà sữa là thích rồi,POSITIVE
cái giọng anh quay phim nghe ngọt quá 😘😘,POSITIVE
"đm tao quăng bể mẹ nó cái màn hình , chó admin - _ -",NEGATIVE
phản cảm,NEGATIVE
"động lực là lo được cho gdinh , tự chủ bản thân",POSITIVE
hồi xưa tao bị tiêu chảy kèm ho đã sợ vãi . giờ ho không thôi cũng sợ nhỉ . ??,NEGATIVE
có cái bệnh này nữa hả trời,POSITIVE
xem xong rồi mà có cảm thấy gì đâu ??,NEUTRAL
chỉ có bọn óc chó . đú đởn mới phàn nàn .,NEUTRAL
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁",NEGATIVE
có khi nào kết hôn xong nó giết lấy tiền bảo hiểm không,NEGATIVE
mỗi lần chào cờ :)) đậu má dth vãi :v,POSITIVE
về việt nam thì gọi nó là ngáo chó,NEGATIVE
wow không thê tin được bô mong tay day thât kinh,POSITIVE
nghe mát lòng mát gan thế ????,POSITIVE
hồi bé bị ngỗng dí hoài =)) sợ vãi,NEGATIVE
em đừng đi tập gym em nhé . bth em đã mê trai lắm rồi . em mà đi tập nữa chị không biết em như thế nào luôn 😢 per,NEGATIVE
haha :))) nãy giờ mấy tiếng rồi mà các bác vẫn còn căng :))),POSITIVE
"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",NEGATIVE
dăm ba con nhện nghĩ tao sợ (((=,POSITIVE
per tao cứ thấy giống giống mày :))))),POSITIVE
thế con trai là của ai cho,NEUTRAL
hú hồn chim én :)),NEGATIVE
quá nguy hiểm . chúng nó có thể đang đùa cợt với mày đấy,NEUTRAL
per ít bữa dẫn mày xem cái này,NEUTRAL
"cho phải công bằng , nếu không anh chị em không hoà thuận ...",NEUTRAL
bà mẹ nó @@ xem rùng con mẹ nó mình hơn cả phim ma .,NEGATIVE
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi,NEGATIVE
sao giá ảo quá vậy :)))),POSITIVE
sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,POSITIVE
hình như cũng mới có vụ bể bình dâu tằm,NEUTRAL
mày chuẩn bị ra rìa rồi con,NEUTRAL
"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi",POSITIVE
chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi,NEGATIVE
nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...,NEUTRAL
ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),NEGATIVE
con cái nhà ai mà bố mẹ chăm cho đẫy đà ngon ngọt thế,NEUTRAL
"xem tới xem lui không biết bao nhiêu lần , nhưng đều có cùng cảm xúc mỗi lần xem lại . một bộ phim tuyệt vời 👍",POSITIVE
bài viết đọc rất sướng .,POSITIVE
tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn,NEGATIVE
sẽ được toại nguyện thôi . yên tâm .,NEUTRAL
sao mà mặt boss có thể gian đến thế nhỉ,POSITIVE
cuộc sống mà .. ghi không được thì thôi . sao mấy bạn chửi người ta dữ vậy,NEUTRAL
đúng là nhân tài luôn ở khắp mọi nơi kkkk,POSITIVE
kết thúc phim bất ngờ quá,POSITIVE
dễ thương quá,POSITIVE
âu kề ... anh per đã béo từ khi lấy vợ và giống như tất cả các chàng troai khác :))),NEUTRAL
nhìn khó chịu vãi,NEGATIVE
công nhận nó phê như vậy thật 😂,POSITIVE
cắt như anh này gọn gàng thoáng mát nhé auto đẹp trai,NEUTRAL
quãng cáo cũng được đăng à,POSITIVE
chưa bao giờ bắn trúng thứ gì 😆.,POSITIVE
mấy thằng ranh con đéo có não,NEGATIVE
quảng cáo đéo gì tao thấy đáng sợ vãi .,NEGATIVE
nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì cuộc sống đơn giản hơn rồi đó,NEGATIVE
bếp dầu này hiện đại rồi,NEUTRAL
hay lắm,POSITIVE
anh tây nói tiếng việt giỏi thiệt .,POSITIVE
per sao tội vạy em,NEGATIVE
cô giáo là người nhà của mấy đứa đầu gấu à =))))),POSITIVE
má :))) đoạn đeo mặt nạ kinh dị vkl :)),NEGATIVE
"ai bảo mèo đực hay đi khỏi nhà chứ quàng thượng nhà tao toàn ngủ , ngủ cả ngày cả đêm , đang ngủ mắc tè xong dậy đi tè rồi vào ngủ tiếp , ngủ hơn heo :vậy",NEGATIVE
xem video nay sao mà sướng hết thằng người,POSITIVE
per quan tâm per như là 1 đứa em gái thôi . đừng có mà ảo tưởng nha .,NEUTRAL
buồn cười vãi ý,POSITIVE
"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?",NEGATIVE
"mình thấy sợ mấy con rắn quá trời , mà cái gì mình sợ là mình hay muốn tiêu diệt -))",NEGATIVE
đcm . mấy hôm này đi đâu cungz thấy chủ tịch . đéo ngán à ?,NEGATIVE
gần 10 năm rồi coi đi coi lại cũng gần 30 lần . nhớ !!!,POSITIVE
mày ăn cứt hay sao ngu thế hả,NEGATIVE
nồi cơm điện chứ gì .,NEUTRAL
per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =)))),POSITIVE
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,NEGATIVE
đi đường buổi đêm nhìn thấy hãi vãi ??,NEGATIVE
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊,NEGATIVE
cách này nhiều người áp dụng quá rồi :))),POSITIVE
ước mơ là không cần học cũng giỏi,NEUTRAL
cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,NEGATIVE
"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃",NEGATIVE
khi gặp được người đem lại cảm giác bình yên mà từ trước đến giờ chưa từng có .,NEUTRAL
giống như thổi khí vào bong bóng đến một lúc nào đó thì nó phát nổ,NEUTRAL
vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ,POSITIVE
đẹp quá v 😍😍,POSITIVE
"nhớ lại ngày đó , làm pg bán giấy , cười suốt ngày , khách chửi cũng cười , mà nhớ thời đó ghê , mới 1 , 2 năm chứ mấy",POSITIVE
bếp dầu thời bao cấp,NEUTRAL
chua cay bùi ngọt mặn cái chả có .,NEUTRAL
mày ăn xong thì cút luôn dùm nha 🙂,NEGATIVE
2 - 3 tuần gì đấy . sao thế,NEUTRAL
"cái thứ 2 mình thấy lạ lòn , bạn gái người ta ăn , quên chỉnh tóc . người ta chỉnh lại tóc dùm bạn gái mắc gì 2 đứa nó thái độ 😑😑",NEGATIVE
cái này là cái gì thế .,NEUTRAL
sản phẩm khá là mới lạ trong việt nam,POSITIVE
giống tao thế nhỉ ! 😑😑,POSITIVE
đm hú hồn,NEGATIVE
mợ không gọi công an phường đến cẩu đi .,NEGATIVE
2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(,NEGATIVE
cái lò tao ghét nhất,NEGATIVE
bông hoa nhài cắm bãi cứt trâu :)),NEGATIVE
cha mẹ cho ta cả cuộc đời rồi còn than gì nữa,NEGATIVE
ông lão cục súc,NEGATIVE
"tội nghiệp , có rất nhiều em ở nông thôn bị như vậy 😢.",NEGATIVE
"giỏi mà 😁, đúng là thằng tây duy nhất ở vn học tiếng việt mà giọng tuy hoà ( giỏi )🤩",POSITIVE
mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy,NEGATIVE
chỉ mong ông trời sẽ bù đắp cho con cháu của họ sau này 😔😔,NEGATIVE
cưng nhỉ,POSITIVE
lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm,NEGATIVE
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???",NEGATIVE
ko phải để xé giấy ak ?,POSITIVE
per thế thì nhà nào bầy hàng họ ra vỉa hè thì mình được đuổi đúng không cụ =))),NEUTRAL
dell hiểu sao ngày sưa tao có thể cầm nó trưen tay đi câu cá 😳😳😳 nhớ lại vẫn thấy ớn 😂,NEGATIVE
"hồi nhỏ chỉ khi nào mẹ làm bánh tai yến thì mới dùng tới bếp dầu hôi này , không là bỏ tủ để dành",NEUTRAL
sao cái gì em cũng biết vậy :))),POSITIVE
per nuôi đi anh còn kịp chả già mất 😂,POSITIVE
sớm bình phục nhé,NEUTRAL
hôm nay bạn đi làm . tiền đâu mà mua 😌,NEGATIVE
"con đĩ mèo mất dạy ! gặp tao tao đá cái mày , dám đánh con thỏ của tao , bởi tao ghét vxl",NEGATIVE
dễ thương hết sức ??,POSITIVE
rất nguy hiểm nhé nhảy không qua là xác định dập mặt,NEGATIVE
tao cũng thế mà ba tao vứt hết mẹ rồi,NEUTRAL
sao nó tìm được nhỉ 🤔,POSITIVE
nói tiếng tuy hoà phú yên làm tao nhớ đến nyc . giọng nó sao ngọt không thể tả . buồn,NEGATIVE
làm việc vất vả mới được miếng ăn mà chúng nó khốn nạn thật,NEGATIVE
hú hồn chim én :)),NEGATIVE
cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,NEGATIVE
may là tao dán kính cường lực,POSITIVE
thế rồi cha lái xe có giả tiền không các bác,NEUTRAL
béo quá không ai yêu thì về đây em nuôi nè,NEUTRAL
doume khó vậy mà cũng nghĩ ra được 🤣,POSITIVE
có đéo gì mà kì thích thì đi . xin lỗi hơi thô 😊,NEGATIVE
cách tốt nhất là đứng lên và chọn 1 nơi khác để tìm 1 thứ tốt đẹp hơn và dễ viết hơn :)),POSITIVE
không làm gì cũng thành fan cứng là sao ?,POSITIVE
tư tưởng đột phá đấy chứ,POSITIVE
mốc từ trong trứng,NEUTRAL
ông lại tự phức tạp hóa vấn đề lên thôi :v,NEUTRAL
"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ??",NEUTRAL
đéo thể tin tưởng một ai được,NEUTRAL
"ngày xưa tự dưng mình được tận 8 , 75 ư =))))",POSITIVE
làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,NEUTRAL
"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",NEGATIVE
ẹc lông chân mày mọc nhanh dữ =.=,POSITIVE
còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,POSITIVE
per cđ chỉ cần đơn giản như thế đã ấm lòng thế ... rơi cả nói chuyện mắt ...,POSITIVE
cha con y chang nhau 😂 1 khuôn đúc ra,POSITIVE
per dạo này bị xàm à 😂😂😂,NEGATIVE
"câu nói "" ngu thì chết chứ bệnh tật gì "" tao thấy chính xác rồi đây ! dume thiệt hại tài sản còn bị phạt nữa . ngu vãi",NEGATIVE
giận con mẹ mày nữa chứ giận :),NEGATIVE
per chỉ một lần thôi 😂,NEUTRAL
"xã hội giờ nguy hiểm quá . có khi cái con mẹ kia mới là người có ý định bắt cóc trẻ con ấy chứ , hoặc chỉ một câu trêu đùa quái ác như thế cũng đủ mệt",NEGATIVE
năm nay được nhận hoa và được ngồi nhìn người ta hạnh phúc,NEGATIVE
tao sẽ chỉ tự an ủi là đấy chỉ có trong phim truỵên ngôn tình :),NEGATIVE
cứ bảo ngon lắm với chả ngon vừa . không biết nghĩ trước khi ăn à,NEGATIVE
em nó đây nha các bác . kkkkk :))))),POSITIVE
việt nam có hệ thống bật tường sắt như nước ngoài luôn à :v,POSITIVE
thôi xong tao rồi :((,NEGATIVE
"đang tính đi nhổ răng khôn ( à quên , nó ngu chứ khôn đéo gì ..) nghe được cảnh báo này chắc không dám đi nhổ luôn .",NEGATIVE
chúc đại kỷ nguyên có một buổi tối ấm áp nha ❤️,POSITIVE
không phải không thích mà bản thân chưa đủ tốt để sánh vai . phải chi anh có thể đợi em khôn lớn !,NEGATIVE
nếu người dân mà làm thế này thì phải truy cứu trách nhiệm hình sự,NEUTRAL
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,POSITIVE
anh yêu đứa bướng lắm vì mỗi lần em bướng là anh treo em lên sàn nhà đập mát tay,NEUTRAL
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :))),NEGATIVE
😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,NEGATIVE
vỉa hè to thế vẫn còn muốn ăn cả ồ hố nữa hả =)),POSITIVE
nhìn hói mà thấy thương gê ??,NEGATIVE
per nhìn na ná chữ mày =))),POSITIVE
thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.,NEGATIVE
thì ghi bằng tay phải cho nhanh,NEUTRAL
phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát “ bên tao cả một đội quân ” 🤔,NEUTRAL
cai lo xô tôi đang xài mỗi ngày,NEUTRAL
dume dễ thương vãi ??,POSITIVE
"ôi zồi ôi , nhìn cái mặt của ẻm kìa , yêu ghê :))",POSITIVE
per wow,POSITIVE
mình chỉ quan tâm cái quần bạn chồng mặc màu hường hình cô gái ????,NEUTRAL
"con yêu nghiệt , tỏ cái vẻ đáng thương còn ăn vạ =)))",NEGATIVE
per em hiểu sao anh đưa em quyển sổ rồi nha kkk,POSITIVE
per sáng mai kiểu gì cũng về tới nhà :)),POSITIVE
"ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng , thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :)))",NEGATIVE
lên án nhiều rồi mà vẫn thế .,NEGATIVE
per đi bộ ở trường về thì dcm nổi ám ảnh đúng giờ tao về là dcm nó ra nó dí ngày nào cũng dí chạy cái luôn,NEGATIVE
lấy vợ xong anh có vẻ mũm mĩm nhỉ :333,POSITIVE
per không cho anh đi tập đâu nha mất bồ như chơi,NEGATIVE
nhìn con mắt thấy đau đớn . tội em quá ????,NEGATIVE
đúng là không thể chấp nhận được,NEGATIVE
đau lòng quá,NEGATIVE
có mà thần kinh hơn ấy 😑😑😑,NEGATIVE
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣,NEUTRAL
nhanh bất ngờ đấy,POSITIVE
chỉ vì tin “ nó không cắn đâu ” mà tao đã bị “ nó ” cắn 2 lần rồi . dume,NEGATIVE
per mỏi chân quái :v,NEGATIVE
trên đời vẫn còn nhiều điều tốt đẹp ❤️,POSITIVE
nhớ cái bếp của mẹ .,NEUTRAL
đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc :)),POSITIVE
